ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Product,Category,Cost_per_box,Geo,Region,Sales_person,Team,Cost,Profit,Margin_pct,Year,Month
S00040348,SP08,P14,G1,2024-10-02,3836.25,154,Delivered,White Choc,Other,6.43,India,APAC,Lalitchandra Vadali,Delish,990.2199999999999,2846.03,74.19,2024,2024-10
S00040361,SP08,P14,G6,2025-01-13,6025.5,242,Shipped,White Choc,Other,6.43,UK,Europe,Lalitchandra Vadali,Delish,1556.06,4469.4400000000005,74.18,2025,2025-01
S00040368,SP08,P14,G3,2023-05-23,14226.75,678,Delivered,White Choc,Other,6.43,Canada,Americas,Lalitchandra Vadali,Delish,4359.54,9867.21,69.36,2023,2023-05
S00040383,SP08,P01,G4,2023-12-21,5382.0,207,Delivered,Milk Bars,Bars,5.26,New Zealand,APAC,Lalitchandra Vadali,Delish,1088.82,4293.18,79.77,2023,2023-12
S00040385,SP08,P01,G4,2023-10-02,9760.5,425,Delivered,Milk Bars,Bars,5.26,New Zealand,APAC,Lalitchandra Vadali,Delish,2235.5,7525.0,77.1,2023,2023-10
S00040396,SP08,P01,G3,2023-03-21,6430.5,322,Delivered,Milk Bars,Bars,5.26,Canada,Americas,Lalitchandra Vadali,Delish,1693.72,4736.78,73.66,2023,2023-03
S00040398,SP08,P01,G4,2024-09-03,4500.0,174,Delivered,Milk Bars,Bars,5.26,New Zealand,APAC,Lalitchandra Vadali,Delish,915.24,3584.76,79.66,2024,2024-09
S00040430,SP08,P01,G5,2023-07-03,5951.25,229,Delivered,Milk Bars,Bars,5.26,Australia,APAC,Lalitchandra Vadali,Delish,1204.54,4746.71,79.76,2023,2023-07
S00040432,SP08,P06,G1,2024-12-05,2189.25,274,Delivered,Eclairs,Bites,6.31,India,APAC,Lalitchandra Vadali,Delish,1728.9399999999998,460.3100000000002,21.03,2024,2024-12
S00040440,SP08,P06,G4,2023-09-14,1039.5,149,Delivered,Eclairs,Bites,6.31,New Zealand,APAC,Lalitchandra Vadali,Delish,940.1899999999999,99.31000000000006,9.55,2023,2023-09
S00040441,SP08,P06,G4,2024-12-02,4137.75,460,Delivered,Eclairs,Bites,6.31,New Zealand,APAC,Lalitchandra Vadali,Delish,2902.6,1235.15,29.85,2024,2024-12
S00040442,SP08,P06,G5,2023-05-05,5575.5,399,Delivered,Eclairs,Bites,6.31,Australia,APAC,Lalitchandra Vadali,Delish,2517.69,3057.81,54.84,2023,2023-05
S00040443,SP08,P06,G5,2024-06-17,17712.0,1968,Delivered,Eclairs,Bites,6.31,Australia,APAC,Lalitchandra Vadali,Delish,12418.08,5293.92,29.89,2024,2024-06
S00040447,SP08,P06,G1,2024-11-26,7528.5,685,Delivered,Eclairs,Bites,6.31,India,APAC,Lalitchandra Vadali,Delish,4322.349999999999,3206.1500000000005,42.59,2024,2024-11
S00040455,SP08,P06,G4,2024-11-20,884.25,74,Delivered,Eclairs,Bites,6.31,New Zealand,APAC,Lalitchandra Vadali,Delish,466.94,417.31,47.19,2024,2024-11
S00040456,SP08,P06,G5,2023-01-17,1678.5,210,Delivered,Eclairs,Bites,6.31,Australia,APAC,Lalitchandra Vadali,Delish,1325.1,353.4000000000001,21.05,2023,2023-01
S00040458,SP08,P06,G5,2023-01-18,3638.25,331,Delivered,Eclairs,Bites,6.31,Australia,APAC,Lalitchandra Vadali,Delish,2088.6099999999997,1549.6400000000003,42.59,2023,2023-01
S00040459,SP08,P06,G6,2023-03-24,8928.0,638,Delivered,Eclairs,Bites,6.31,UK,Europe,Lalitchandra Vadali,Delish,4025.7799999999997,4902.22,54.91,2023,2023-03
S00040460,SP08,P06,G1,2023-02-27,3206.25,321,Delivered,Eclairs,Bites,6.31,India,APAC,Lalitchandra Vadali,Delish,2025.5099999999998,1180.7400000000002,36.83,2023,2023-02
S00040468,SP08,P06,G4,2024-07-12,252.0,36,Delivered,Eclairs,Bites,6.31,New Zealand,APAC,Lalitchandra Vadali,Delish,227.16,24.840000000000003,9.86,2024,2024-07
S00040477,SP08,P06,G1,2023-07-10,2000.25,167,Delivered,Eclairs,Bites,6.31,India,APAC,Lalitchandra Vadali,Delish,1053.77,946.48,47.32,2023,2023-07
S00040480,SP08,P06,G3,2023-12-25,13218.75,1469,Delivered,Eclairs,Bites,6.31,Canada,Americas,Lalitchandra Vadali,Delish,9269.39,3949.3600000000006,29.88,2023,2023-12
S00040486,SP08,P06,G5,2023-04-20,5989.5,500,Delivered,Eclairs,Bites,6.31,Australia,APAC,Lalitchandra Vadali,Delish,3155.0,2834.5,47.32,2023,2023-04
S00040490,SP08,P19,G1,2023-05-02,6536.25,345,Delivered,70% Dark Bites,Bites,5.04,India,APAC,Lalitchandra Vadali,Delish,1738.8,4797.45,73.4,2023,2023-05
S00040500,SP08,P19,G5,2023-12-13,3780.0,158,Delivered,70% Dark Bites,Bites,5.04,Australia,APAC,Lalitchandra Vadali,Delish,796.32,2983.68,78.93,2023,2023-12
S00040515,SP08,P19,G6,2023-12-08,1514.25,59,Delivered,70% Dark Bites,Bites,5.04,UK,Europe,Lalitchandra Vadali,Delish,297.36,1216.8899999999999,80.36,2023,2023-12
S00040520,SP08,P19,G2,2024-09-04,6810.75,262,Delivered,70% Dark Bites,Bites,5.04,USA,Americas,Lalitchandra Vadali,Delish,1320.48,5490.27,80.61,2024,2024-09
S00040521,SP08,P19,G2,2023-04-28,9000.0,375,Delivered,70% Dark Bites,Bites,5.04,USA,Americas,Lalitchandra Vadali,Delish,1890.0,7110.0,79.0,2023,2023-04
S00040523,SP08,P19,G4,2023-07-12,7053.75,353,Delivered,70% Dark Bites,Bites,5.04,New Zealand,APAC,Lalitchandra Vadali,Delish,1779.1200000000001,5274.63,74.78,2023,2023-07
S00040540,SP08,P19,G5,2024-07-19,3066.75,147,Delivered,70% Dark Bites,Bites,5.04,Australia,APAC,Lalitchandra Vadali,Delish,740.88,2325.87,75.84,2024,2024-07
S00040562,SP08,P15,G2,2024-11-21,1089.0,109,Cancelled,Baker's Choco Chips,Bars,12.41,USA,Americas,Lalitchandra Vadali,Delish,1352.69,-263.69000000000005,-24.21,2024,2024-11
S00040571,SP08,P15,G6,2024-01-12,14982.75,1499,Delivered,Baker's Choco Chips,Bars,12.41,UK,Europe,Lalitchandra Vadali,Delish,18602.59,-3619.84,-24.16,2024,2024-01
S00040574,SP08,P15,G1,2024-09-02,3618.0,227,Delivered,Baker's Choco Chips,Bars,12.41,India,APAC,Lalitchandra Vadali,Delish,2817.07,800.9299999999998,22.14,2024,2024-09
S00040576,SP08,P15,G2,2024-05-16,4945.5,381,Cancelled,Baker's Choco Chips,Bars,12.41,USA,Americas,Lalitchandra Vadali,Delish,4728.21,217.28999999999996,4.39,2024,2024-05
S00040582,SP08,P15,G5,2023-09-12,10264.5,856,Delivered,Baker's Choco Chips,Bars,12.41,Australia,APAC,Lalitchandra Vadali,Delish,10622.960000000001,-358.46000000000095,-3.49,2023,2023-09
S00040587,SP08,P15,G1,2023-07-06,1152.0,105,Delivered,Baker's Choco Chips,Bars,12.41,India,APAC,Lalitchandra Vadali,Delish,1303.05,-151.04999999999995,-13.11,2023,2023-07
S00040588,SP08,P15,G1,2024-01-19,3699.0,337,Cancelled,Baker's Choco Chips,Bars,12.41,India,APAC,Lalitchandra Vadali,Delish,4182.17,-483.1700000000001,-13.06,2024,2024-01
S00040591,SP08,P15,G2,2023-09-29,1966.5,152,Delivered,Baker's Choco Chips,Bars,12.41,USA,Americas,Lalitchandra Vadali,Delish,1886.32,80.18000000000006,4.08,2023,2023-09
S00040599,SP08,P15,G6,2023-02-09,324.0,27,Delivered,Baker's Choco Chips,Bars,12.41,UK,Europe,Lalitchandra Vadali,Delish,335.07,-11.069999999999993,-3.42,2023,2023-02
S00040611,SP08,P15,G5,2023-05-15,3426.75,312,Delivered,Baker's Choco Chips,Bars,12.41,Australia,APAC,Lalitchandra Vadali,Delish,3871.92,-445.1700000000001,-12.99,2023,2023-05
S00040612,SP08,P15,G5,2024-08-29,7537.5,838,Delivered,Baker's Choco Chips,Bars,12.41,Australia,APAC,Lalitchandra Vadali,Delish,10399.58,-2862.08,-37.97,2024,2024-08
S00040617,SP08,P15,G1,2024-07-18,2146.5,239,Delivered,Baker's Choco Chips,Bars,12.41,India,APAC,Lalitchandra Vadali,Delish,2965.9900000000002,-819.4900000000002,-38.18,2024,2024-07
S00040632,SP08,P11,G2,2024-11-12,3143.25,286,Delivered,After Nines,Bites,10.23,USA,Americas,Lalitchandra Vadali,Delish,2925.78,217.4699999999998,6.92,2024,2024-11
S00040639,SP08,P11,G5,2024-04-09,2484.0,311,Cancelled,After Nines,Bites,10.23,Australia,APAC,Lalitchandra Vadali,Delish,3181.53,-697.5300000000002,-28.08,2024,2024-04
S00040640,SP08,P11,G5,2024-11-12,3894.75,325,Delivered,After Nines,Bites,10.23,Australia,APAC,Lalitchandra Vadali,Delish,3324.75,570.0,14.64,2024,2024-11
S00040647,SP08,P11,G2,2025-02-17,78.75,12,Shipped,After Nines,Bites,10.23,USA,Americas,Lalitchandra Vadali,Delish,122.76,-44.010000000000005,-55.89,2025,2025-02
S00040651,SP08,P11,G4,2023-05-15,4376.25,626,Delivered,After Nines,Bites,10.23,New Zealand,APAC,Lalitchandra Vadali,Delish,6403.9800000000005,-2027.7300000000005,-46.33,2023,2023-05
S00040654,SP08,P11,G5,2023-08-16,474.75,34,Delivered,After Nines,Bites,10.23,Australia,APAC,Lalitchandra Vadali,Delish,347.82,126.93,26.74,2023,2023-08
S00040659,SP08,P11,G1,2023-06-16,3411.0,263,Delivered,After Nines,Bites,10.23,India,APAC,Lalitchandra Vadali,Delish,2690.4900000000002,720.5099999999998,21.12,2023,2023-06
S00040663,SP08,P11,G4,2024-02-21,7382.25,739,Delivered,After Nines,Bites,10.23,New Zealand,APAC,Lalitchandra Vadali,Delish,7559.97,-177.72000000000025,-2.41,2024,2024-02
S00040666,SP08,P11,G5,2025-01-16,5206.5,521,Shipped,After Nines,Bites,10.23,Australia,APAC,Lalitchandra Vadali,Delish,5329.83,-123.32999999999993,-2.37,2025,2025-01
S00040670,SP08,P11,G1,2024-01-30,1921.5,161,Delivered,After Nines,Bites,10.23,India,APAC,Lalitchandra Vadali,Delish,1647.03,274.47,14.28,2024,2024-01
S00040674,SP08,P11,G2,2024-02-02,1910.25,147,Delivered,After Nines,Bites,10.23,USA,Americas,Lalitchandra Vadali,Delish,1503.8100000000002,406.4399999999998,21.28,2024,2024-02
S00040684,SP08,P10,G1,2023-02-22,3834.0,320,Cancelled,Spicy Special Slims,Bites,8.22,India,APAC,Lalitchandra Vadali,Delish,2630.4,1203.6,31.39,2023,2023-02
S00040685,SP08,P10,G1,2023-09-01,3451.5,231,Delivered,Spicy Special Slims,Bites,8.22,India,APAC,Lalitchandra Vadali,Delish,1898.8200000000002,1552.6799999999998,44.99,2023,2023-09
S00040697,SP08,P10,G6,2023-05-09,5134.5,321,Cancelled,Spicy Special Slims,Bites,8.22,UK,Europe,Lalitchandra Vadali,Delish,2638.6200000000003,2495.8799999999997,48.61,2023,2023-05
S00040698,SP08,P10,G1,2023-02-22,7202.25,401,Delivered,Spicy Special Slims,Bites,8.22,India,APAC,Lalitchandra Vadali,Delish,3296.2200000000003,3906.0299999999997,54.23,2023,2023-02
S00040700,SP08,P10,G1,2023-11-30,3696.75,218,Delivered,Spicy Special Slims,Bites,8.22,India,APAC,Lalitchandra Vadali,Delish,1791.96,1904.79,51.53,2023,2023-11
S00040704,SP08,P10,G3,2023-06-28,3615.75,302,Delivered,Spicy Special Slims,Bites,8.22,Canada,Americas,Lalitchandra Vadali,Delish,2482.44,1133.31,31.34,2023,2023-06
S00040710,SP08,P10,G5,2024-07-12,4191.75,300,Delivered,Spicy Special Slims,Bites,8.22,Australia,APAC,Lalitchandra Vadali,Delish,2466.0,1725.75,41.17,2024,2024-07
S00040714,SP08,P10,G1,2023-11-21,1534.5,96,Delivered,Spicy Special Slims,Bites,8.22,India,APAC,Lalitchandra Vadali,Delish,789.1200000000001,745.3799999999999,48.57,2023,2023-11
S00040728,SP08,P04,G1,2023-02-09,6342.75,254,Delivered,Raspberry Choco,Bars,3.85,India,APAC,Lalitchandra Vadali,Delish,977.9,5364.85,84.58,2023,2023-02
S00040733,SP08,P04,G4,2023-11-23,4635.0,194,Delivered,Raspberry Choco,Bars,3.85,New Zealand,APAC,Lalitchandra Vadali,Delish,746.9,3888.1,83.89,2023,2023-11
S00040736,SP08,P04,G5,2023-12-29,1005.75,35,Delivered,Raspberry Choco,Bars,3.85,Australia,APAC,Lalitchandra Vadali,Delish,134.75,871.0,86.6,2023,2023-12
S00040737,SP08,P04,G5,2024-02-22,10431.0,387,Delivered,Raspberry Choco,Bars,3.85,Australia,APAC,Lalitchandra Vadali,Delish,1489.95,8941.05,85.72,2024,2024-02
S00040743,SP08,P04,G1,2024-01-02,2778.75,107,Delivered,Raspberry Choco,Bars,3.85,India,APAC,Lalitchandra Vadali,Delish,411.95,2366.8,85.17,2024,2024-01
S00040751,SP08,P04,G5,2023-11-10,9427.5,337,Delivered,Raspberry Choco,Bars,3.85,Australia,APAC,Lalitchandra Vadali,Delish,1297.45,8130.05,86.24,2023,2023-11
S00040755,SP08,P04,G1,2023-03-14,4459.5,186,Delivered,Raspberry Choco,Bars,3.85,India,APAC,Lalitchandra Vadali,Delish,716.1,3743.4,83.94,2023,2023-03
S00040756,SP08,P04,G1,2024-06-04,731.25,27,Delivered,Raspberry Choco,Bars,3.85,India,APAC,Lalitchandra Vadali,Delish,103.95,627.3,85.78,2024,2024-06
S00040785,SP08,P16,G1,2025-01-22,7344.0,368,Shipped,Organic Choco Syrup,Other,9.57,India,APAC,Lalitchandra Vadali,Delish,3521.76,3822.24,52.05,2025,2025-01
S00040790,SP08,P16,G4,2024-10-07,1719.0,82,Cancelled,Organic Choco Syrup,Other,9.57,New Zealand,APAC,Lalitchandra Vadali,Delish,784.74,934.26,54.35,2024,2024-10
S00040791,SP08,P16,G4,2025-02-12,366.75,15,Shipped,Organic Choco Syrup,Other,9.57,New Zealand,APAC,Lalitchandra Vadali,Delish,143.55,223.2,60.86,2025,2025-02
S00040800,SP08,P16,G2,2025-02-11,9456.75,395,Shipped,Organic Choco Syrup,Other,9.57,USA,Americas,Lalitchandra Vadali,Delish,3780.15,5676.6,60.03,2025,2025-02
S00040802,SP08,P16,G3,2023-07-11,7733.25,310,Delivered,Organic Choco Syrup,Other,9.57,Canada,Americas,Lalitchandra Vadali,Delish,2966.7000000000003,4766.549999999999,61.64,2023,2023-07
S00040807,SP08,P16,G5,2024-10-03,5325.75,214,Delivered,Organic Choco Syrup,Other,9.57,Australia,APAC,Lalitchandra Vadali,Delish,2047.98,3277.77,61.55,2024,2024-10
S00040815,SP08,P16,G2,2025-02-14,10939.5,547,Shipped,Organic Choco Syrup,Other,9.57,USA,Americas,Lalitchandra Vadali,Delish,5234.79,5704.71,52.15,2025,2025-02
S00040820,SP08,P16,G5,2025-01-02,13461.75,642,Shipped,Organic Choco Syrup,Other,9.57,Australia,APAC,Lalitchandra Vadali,Delish,6143.9400000000005,7317.8099999999995,54.36,2025,2025-01
S00040823,SP08,P16,G6,2024-05-21,13695.75,548,Delivered,Organic Choco Syrup,Other,9.57,UK,Europe,Lalitchandra Vadali,Delish,5244.360000000001,8451.39,61.71,2024,2024-05
S00040834,SP08,P16,G5,2023-07-20,6617.25,246,Delivered,Organic Choco Syrup,Other,9.57,Australia,APAC,Lalitchandra Vadali,Delish,2354.2200000000003,4263.03,64.42,2023,2023-07
S00040838,SP08,P16,G1,2023-07-03,1037.25,44,Delivered,Organic Choco Syrup,Other,9.57,India,APAC,Lalitchandra Vadali,Delish,421.08000000000004,616.17,59.4,2023,2023-07
S00040848,SP08,P16,G5,2024-10-31,8217.0,305,Delivered,Organic Choco Syrup,Other,9.57,Australia,APAC,Lalitchandra Vadali,Delish,2918.85,5298.15,64.48,2024,2024-10
S00040852,SP08,P16,G1,2023-06-29,443.25,19,Delivered,Organic Choco Syrup,Other,9.57,India,APAC,Lalitchandra Vadali,Delish,181.83,261.41999999999996,58.98,2023,2023-06
S00040856,SP08,P16,G2,2024-01-02,2981.25,115,Delivered,Organic Choco Syrup,Other,9.57,USA,Americas,Lalitchandra Vadali,Delish,1100.55,1880.7,63.08,2024,2024-01
S00040869,SP08,P16,G1,2024-12-09,8192.25,316,Cancelled,Organic Choco Syrup,Other,9.57,India,APAC,Lalitchandra Vadali,Delish,3024.12,5168.13,63.09,2024,2024-12
S00040870,SP08,P16,G2,2023-12-29,6799.5,262,Delivered,Organic Choco Syrup,Other,9.57,USA,Americas,Lalitchandra Vadali,Delish,2507.34,4292.16,63.12,2023,2023-12
S00040873,SP08,P16,G4,2024-04-25,954.0,48,Cancelled,Organic Choco Syrup,Other,9.57,New Zealand,APAC,Lalitchandra Vadali,Delish,459.36,494.64,51.85,2024,2024-04
S00040887,SP08,P21,G4,2023-02-07,814.5,51,Delivered,Choco Coated Almonds,Bites,3.32,New Zealand,APAC,Lalitchandra Vadali,Delish,169.32,645.1800000000001,79.21,2023,2023-02
S00040899,SP08,P21,G2,2024-03-21,4914.0,234,Delivered,Choco Coated Almonds,Bites,3.32,USA,Americas,Lalitchandra Vadali,Delish,776.88,4137.12,84.19,2024,2024-03
S00040902,SP08,P21,G4,2024-02-15,981.0,58,Delivered,Choco Coated Almonds,Bites,3.32,New Zealand,APAC,Lalitchandra Vadali,Delish,192.56,788.44,80.37,2024,2024-02
S00040905,SP08,P21,G5,2023-07-14,5296.5,279,Delivered,Choco Coated Almonds,Bites,3.32,Australia,APAC,Lalitchandra Vadali,Delish,926.28,4370.22,82.51,2023,2023-07
S00040910,SP08,P21,G1,2023-10-25,7517.25,443,Delivered,Choco Coated Almonds,Bites,3.32,India,APAC,Lalitchandra Vadali,Delish,1470.76,6046.49,80.43,2023,2023-10
S00040920,SP08,P21,G5,2023-07-10,5096.25,243,Delivered,Choco Coated Almonds,Bites,3.32,Australia,APAC,Lalitchandra Vadali,Delish,806.76,4289.49,84.17,2023,2023-07
S00040921,SP08,P21,G6,2023-12-21,1804.5,107,Delivered,Choco Coated Almonds,Bites,3.32,UK,Europe,Lalitchandra Vadali,Delish,355.24,1449.26,80.31,2023,2023-12
S00040926,SP08,P21,G2,2024-12-03,839.25,50,Delivered,Choco Coated Almonds,Bites,3.32,USA,Americas,Lalitchandra Vadali,Delish,166.0,673.25,80.22,2024,2024-12
S00040927,SP08,P21,G2,2023-12-27,11920.5,746,Delivered,Choco Coated Almonds,Bites,3.32,USA,Americas,Lalitchandra Vadali,Delish,2476.72,9443.78,79.22,2023,2023-12
S00040930,SP08,P21,G4,2023-08-01,2387.25,120,Delivered,Choco Coated Almonds,Bites,3.32,New Zealand,APAC,Lalitchandra Vadali,Delish,398.4,1988.85,83.31,2023,2023-08
S00040980,SP08,P05,G1,2025-01-30,7389.0,308,Shipped,Mint Chip Choco,Bars,5.72,India,APAC,Lalitchandra Vadali,Delish,1761.76,5627.24,76.16,2025,2025-01
S00040993,SP08,P05,G1,2023-05-31,6801.75,296,Delivered,Mint Chip Choco,Bars,5.72,India,APAC,Lalitchandra Vadali,Delish,1693.12,5108.63,75.11,2023,2023-05
S00041008,SP08,P12,G1,2023-10-04,8358.75,349,Delivered,Fruit & Nut Bars,Bars,4.74,India,APAC,Lalitchandra Vadali,Delish,1654.26,6704.49,80.21,2023,2023-10
S00041011,SP08,P12,G2,2024-12-13,2985.75,136,Delivered,Fruit & Nut Bars,Bars,4.74,USA,Americas,Lalitchandra Vadali,Delish,644.64,2341.11,78.41,2024,2024-12
S00041022,SP08,P12,G1,2023-03-27,6489.0,342,Delivered,Fruit & Nut Bars,Bars,4.74,India,APAC,Lalitchandra Vadali,Delish,1621.0800000000002,4867.92,75.02,2023,2023-03
S00041045,SP08,P12,G5,2023-09-04,5346.0,282,Delivered,Fruit & Nut Bars,Bars,4.74,Australia,APAC,Lalitchandra Vadali,Delish,1336.68,4009.3199999999997,75.0,2023,2023-09
S00041053,SP08,P03,G2,2024-10-14,6167.25,363,Delivered,Almond Choco,Bars,5.15,USA,Americas,Lalitchandra Vadali,Delish,1869.45,4297.8,69.69,2024,2024-10
S00041057,SP08,P03,G4,2024-11-07,6624.0,390,Delivered,Almond Choco,Bars,5.15,New Zealand,APAC,Lalitchandra Vadali,Delish,2008.5000000000002,4615.5,69.68,2024,2024-11
S00041062,SP08,P03,G1,2023-02-16,117.0,6,Delivered,Almond Choco,Bars,5.15,India,APAC,Lalitchandra Vadali,Delish,30.900000000000002,86.1,73.59,2023,2023-02
S00041068,SP08,P03,G3,2023-01-31,2884.5,132,Delivered,Almond Choco,Bars,5.15,Canada,Americas,Lalitchandra Vadali,Delish,679.8000000000001,2204.7,76.43,2023,2023-01
S00041071,SP08,P03,G4,2024-12-03,5730.75,273,Delivered,Almond Choco,Bars,5.15,New Zealand,APAC,Lalitchandra Vadali,Delish,1405.95,4324.8,75.47,2024,2024-12
S00041079,SP08,P03,G1,2024-02-01,202.5,12,Delivered,Almond Choco,Bars,5.15,India,APAC,Lalitchandra Vadali,Delish,61.800000000000004,140.7,69.48,2024,2024-02
S00041092,SP08,P03,G1,2024-05-31,2889.0,121,Delivered,Almond Choco,Bars,5.15,India,APAC,Lalitchandra Vadali,Delish,623.1500000000001,2265.85,78.43,2024,2024-05
S00041105,SP08,P03,G1,2025-01-09,7845.75,393,Shipped,Almond Choco,Bars,5.15,India,APAC,Lalitchandra Vadali,Delish,2023.95,5821.8,74.2,2025,2025-01
S00041108,SP08,P03,G2,2023-09-06,4909.5,259,Delivered,Almond Choco,Bars,5.15,USA,Americas,Lalitchandra Vadali,Delish,1333.8500000000001,3575.6499999999996,72.83,2023,2023-09
S00041118,SP08,P03,G1,2023-09-12,2859.75,159,Delivered,Almond Choco,Bars,5.15,India,APAC,Lalitchandra Vadali,Delish,818.85,2040.9,71.37,2023,2023-09
S00041120,SP08,P03,G1,2023-08-31,6347.25,289,Delivered,Almond Choco,Bars,5.15,India,APAC,Lalitchandra Vadali,Delish,1488.3500000000001,4858.9,76.55,2023,2023-08
S00041128,SP08,P03,G5,2024-12-04,9.0,1,Delivered,Almond Choco,Bars,5.15,Australia,APAC,Lalitchandra Vadali,Delish,5.15,3.8499999999999996,42.78,2024,2024-12
S00041132,SP08,P22,G1,2023-07-11,6693.75,216,Delivered,Peanut Butter Cubes,Bites,2.65,India,APAC,Lalitchandra Vadali,Delish,572.4,6121.35,91.45,2023,2023-07
S00041133,SP08,P22,G1,2024-02-27,5166.0,179,Delivered,Peanut Butter Cubes,Bites,2.65,India,APAC,Lalitchandra Vadali,Delish,474.34999999999997,4691.65,90.82,2024,2024-02
S00041137,SP08,P22,G2,2023-01-03,10527.75,422,Delivered,Peanut Butter Cubes,Bites,2.65,USA,Americas,Lalitchandra Vadali,Delish,1118.3,9409.45,89.38,2023,2023-01
S00041147,SP08,P22,G1,2024-10-01,4659.75,167,Delivered,Peanut Butter Cubes,Bites,2.65,India,APAC,Lalitchandra Vadali,Delish,442.55,4217.2,90.5,2024,2024-10
S00041158,SP08,P22,G5,2024-07-19,4932.0,177,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Lalitchandra Vadali,Delish,469.05,4462.95,90.49,2024,2024-07
S00041172,SP08,P22,G5,2024-02-19,7452.0,276,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Lalitchandra Vadali,Delish,731.4,6720.6,90.19,2024,2024-02
S00041185,SP08,P22,G5,2023-10-16,3404.25,137,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Lalitchandra Vadali,Delish,363.05,3041.2,89.34,2023,2023-10
S00041187,SP08,P22,G6,2023-10-18,6835.5,221,Delivered,Peanut Butter Cubes,Bites,2.65,UK,Europe,Lalitchandra Vadali,Delish,585.65,6249.85,91.43,2023,2023-10
S00041194,SP08,P22,G3,2024-09-23,2927.25,105,Cancelled,Peanut Butter Cubes,Bites,2.65,Canada,Americas,Lalitchandra Vadali,Delish,278.25,2649.0,90.49,2024,2024-09
S00041198,SP08,P22,G5,2024-10-25,7780.5,269,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Lalitchandra Vadali,Delish,712.85,7067.65,90.84,2024,2024-10
S00041203,SP08,P07,G1,2023-12-19,10489.5,875,Delivered,Drinking Coco,Other,9.94,India,APAC,Lalitchandra Vadali,Delish,8697.5,1792.0,17.08,2023,2023-12
S00041258,SP08,P17,G1,2025-02-06,4659.75,180,Shipped,Caramel Stuffed Bars,Bars,8.43,India,APAC,Lalitchandra Vadali,Delish,1517.3999999999999,3142.3500000000004,67.44,2025,2025-02
S00041260,SP08,P17,G1,2024-09-06,11646.0,432,Delivered,Caramel Stuffed Bars,Bars,8.43,India,APAC,Lalitchandra Vadali,Delish,3641.7599999999998,8004.24,68.73,2024,2024-09
S00041271,SP08,P17,G6,2024-06-05,7042.5,307,Delivered,Caramel Stuffed Bars,Bars,8.43,UK,Europe,Lalitchandra Vadali,Delish,2588.0099999999998,4454.49,63.25,2024,2024-06
S00041277,SP08,P17,G2,2023-10-02,2259.0,84,Delivered,Caramel Stuffed Bars,Bars,8.43,USA,Americas,Lalitchandra Vadali,Delish,708.12,1550.88,68.65,2023,2023-10
S00041280,SP08,P17,G4,2024-08-30,7548.75,329,Delivered,Caramel Stuffed Bars,Bars,8.43,New Zealand,APAC,Lalitchandra Vadali,Delish,2773.47,4775.280000000001,63.26,2024,2024-08
S00041290,SP08,P17,G2,2023-12-06,13515.75,564,Delivered,Caramel Stuffed Bars,Bars,8.43,USA,Americas,Lalitchandra Vadali,Delish,4754.5199999999995,8761.23,64.82,2023,2023-12
S00041297,SP08,P17,G5,2024-05-13,13970.25,538,Cancelled,Caramel Stuffed Bars,Bars,8.43,Australia,APAC,Lalitchandra Vadali,Delish,4535.34,9434.91,67.54,2024,2024-05
S00041299,SP08,P17,G6,2024-01-19,5721.75,205,Delivered,Caramel Stuffed Bars,Bars,8.43,UK,Europe,Lalitchandra Vadali,Delish,1728.1499999999999,3993.6000000000004,69.8,2024,2024-01
S00041303,SP08,P17,G1,2024-04-10,26925.75,1224,Delivered,Caramel Stuffed Bars,Bars,8.43,India,APAC,Lalitchandra Vadali,Delish,10318.32,16607.43,61.68,2024,2024-04
S00041307,SP08,P17,G4,2023-11-08,3602.25,129,Delivered,Caramel Stuffed Bars,Bars,8.43,New Zealand,APAC,Lalitchandra Vadali,Delish,1087.47,2514.7799999999997,69.81,2023,2023-11
S00041308,SP08,P17,G4,2024-03-15,9036.0,411,Delivered,Caramel Stuffed Bars,Bars,8.43,New Zealand,APAC,Lalitchandra Vadali,Delish,3464.73,5571.27,61.66,2024,2024-03
S00041313,SP08,P17,G6,2023-12-13,6615.0,237,Delivered,Caramel Stuffed Bars,Bars,8.43,UK,Europe,Lalitchandra Vadali,Delish,1997.9099999999999,4617.09,69.8,2023,2023-12
S00041321,SP08,P08,G4,2023-10-16,240.75,17,Cancelled,99% Dark & Pure,Bars,7.73,New Zealand,APAC,Lalitchandra Vadali,Delish,131.41,109.34,45.42,2023,2023-10
S00041332,SP08,P08,G2,2023-11-28,16929.0,1210,Delivered,99% Dark & Pure,Bars,7.73,USA,Americas,Lalitchandra Vadali,Delish,9353.300000000001,7575.699999999999,44.75,2023,2023-11
S00041333,SP08,P08,G2,2024-07-30,2693.25,193,Delivered,99% Dark & Pure,Bars,7.73,USA,Americas,Lalitchandra Vadali,Delish,1491.89,1201.36,44.61,2024,2024-07
S00041335,SP08,P08,G4,2024-11-28,2639.25,240,Delivered,99% Dark & Pure,Bars,7.73,New Zealand,APAC,Lalitchandra Vadali,Delish,1855.2,784.05,29.71,2024,2024-11
